ID,"        ""adj.P.Val""",P.Value,logFC,"        ""Gene.symbol"""
8024584,7.02E-02,9.84E-03,0.18440124,NCLN
8067932,7.03E-02,9.86E-03,-0.12937906,MIR99AHG
7924549,7.03E-02,9.86E-03,0.19414889,LOC100134822///LINC00266-1///PCMTD2
8049963,7.03E-02,9.86E-03,0.19414889,LOC100134822///LINC00266-1///PCMTD2
8131427,7.03E-02,9.86E-03,-0.1069139,C7orf26
7968052,7.03E-02,9.87E-03,0.07060213,C1QTNF9
7935116,7.03E-02,9.87E-03,-0.4123494,RBP4
8096265,7.04E-02,9.89E-03,0.0486222,DSPP
7987636,7.04E-02,9.90E-03,0.05309077,OIP5
8097955,7.04E-02,9.90E-03,0.23338482,
8008511,7.05E-02,9.91E-03,-0.0674707,WFIKKN2
7993159,7.05E-02,9.91E-03,-0.09596003,C16orf72
7925622,7.06E-02,9.92E-03,-0.13282411,AHCTF1P1///AHCTF1
8043630,7.06E-02,9.93E-03,-0.26424848,ARID5A
8137783,7.06E-02,9.94E-03,0.07371608,TMEM184A
7986665,7.07E-02,9.94E-03,0.15632505,NIPA2
8178244,7.07E-02,9.95E-03,-0.12185829,RING1
8129193,7.07E-02,9.95E-03,-0.14286196,CEP85L
7942168,7.08E-02,9.96E-03,0.07717156,FADD
8133413,7.08E-02,9.97E-03,0.19972413,LIMK1
7896601,7.08E-02,9.98E-03,-0.25527017,
8134463,7.09E-02,9.98E-03,-0.0716822,NPTX2
7896399,7.09E-02,9.99E-03,0.28697255,
8115689,7.10E-02,1.00E-02,0.04042519,MIR103A1
8152213,7.10E-02,1.00E-02,0.077477,
8165575,7.10E-02,1.00E-02,-0.12623654,PNPLA7
8066668,7.10E-02,1.00E-02,0.16258108,NCOA5
7894037,7.10E-02,1.00E-02,0.13089915,
8169085,7.10E-02,1.00E-02,-0.09470205,FAM199X
8066542,7.10E-02,1.00E-02,0.04322549,EPPIN-WFDC6///EPPIN
7903878,7.10E-02,1.00E-02,-0.10585616,RBM15
7960516,7.11E-02,1.00E-02,0.06450258,
7934367,7.11E-02,1.00E-02,0.10072142,ANXA7
7956623,7.11E-02,1.00E-02,-0.08418468,9-Mar
8156126,7.12E-02,1.01E-02,0.16227005,RMI1
8113602,7.13E-02,1.01E-02,0.16021925,CCDC112
8003503,7.14E-02,1.01E-02,0.07804155,FANCA
8103240,7.15E-02,1.01E-02,0.09844065,ANXA2P1
7939988,7.15E-02,1.01E-02,0.06420038,OR5M3
8147156,7.16E-02,1.01E-02,-0.1249039,WWP1
8127824,7.16E-02,1.01E-02,0.10283323,UBE3D
7892846,7.17E-02,1.01E-02,0.09847044,
7952768,7.17E-02,1.01E-02,0.12921989,SNX19
7961413,7.17E-02,1.01E-02,0.04918805,LINC01559
7913571,7.17E-02,1.01E-02,-0.12986563,HNRNPR
7908672,7.18E-02,1.02E-02,-0.1329522,PKP1
7939952,7.18E-02,1.02E-02,0.06452023,
7923875,7.19E-02,1.02E-02,-0.30317488,C1orf186
8156360,7.19E-02,1.02E-02,0.05086241,ANKRD19P
8071084,7.19E-02,1.02E-02,0.07823931,CECR5-AS1
8090803,7.19E-02,1.02E-02,-0.05612769,RAB6B
7921936,7.20E-02,1.02E-02,0.05249089,LMX1A
8031737,7.20E-02,1.02E-02,-0.11960675,ZNF548
8180240,7.20E-02,1.02E-02,-0.25797173,
8057677,7.20E-02,1.02E-02,-0.28845343,SLC40A1
7909561,7.20E-02,1.02E-02,0.10545197,LINC00467
7966321,7.20E-02,1.02E-02,0.19825133,GPN3
8119124,7.20E-02,1.02E-02,-0.36137692,PI16
8051187,7.21E-02,1.02E-02,-0.0872872,FNDC4
8096251,7.21E-02,1.02E-02,0.19217146,NUDT9
7892592,7.22E-02,1.03E-02,-0.32968164,
8027258,7.25E-02,1.03E-02,-0.18091011,
8098163,7.26E-02,1.03E-02,0.05432856,
7893644,7.26E-02,1.03E-02,-0.37502136,
7970672,7.26E-02,1.03E-02,0.04780489,
8074842,7.27E-02,1.03E-02,-0.17897747,ABHD17A
8151559,7.27E-02,1.03E-02,0.11044344,SLC10A5
7984014,7.28E-02,1.04E-02,0.09734237,
8126646,7.28E-02,1.04E-02,-0.18846188,MRPS18A
7894646,7.28E-02,1.04E-02,0.19158305,
7991485,7.28E-02,1.04E-02,-0.10754118,TTC23
8104449,7.28E-02,1.04E-02,0.23114601,CCT5
7894145,7.28E-02,1.04E-02,-0.09350228,
8169441,7.28E-02,1.04E-02,0.06177343,
7893238,7.29E-02,1.04E-02,0.13297227,
7895616,7.29E-02,1.04E-02,0.12256761,
8023059,7.29E-02,1.04E-02,-0.13122773,
7956257,7.29E-02,1.04E-02,0.09883195,SPRYD4
7923798,7.29E-02,1.04E-02,-0.09884096,NUCKS1
7975932,7.29E-02,1.04E-02,0.058059,TMEM63C
7893095,7.30E-02,1.04E-02,0.17089963,
7994074,7.30E-02,1.04E-02,0.20295288,SCNN1B
7939093,7.30E-02,1.04E-02,0.1460232,DNAJC24
8048381,7.30E-02,1.04E-02,0.16609639,STK36
7943288,7.30E-02,1.04E-02,0.10639281,SRSF8
8138930,7.30E-02,1.04E-02,-0.0945282,RP9P
7895394,7.30E-02,1.04E-02,0.17338104,
8153890,7.31E-02,1.04E-02,-0.13943167,ZNF251
7944722,7.31E-02,1.04E-02,-0.2230193,UBASH3B
8111490,7.32E-02,1.05E-02,-0.10925387,PRLR
7989975,7.32E-02,1.05E-02,0.20599563,CLN6
7895411,7.32E-02,1.05E-02,-0.21525454,
7991587,7.33E-02,1.05E-02,-0.12784899,VIMP
7896551,7.33E-02,1.05E-02,0.12258917,
7934838,7.34E-02,1.05E-02,0.05662313,
8172088,7.34E-02,1.05E-02,-0.16289659,BCOR///BCOR
8076704,7.34E-02,1.05E-02,0.05034563,SMC1B
7904025,7.34E-02,1.05E-02,0.19766194,WNT2B
8037495,7.34E-02,1.05E-02,0.05868636,ZNF296///ZNF296
8069057,7.34E-02,1.05E-02,-0.16153219,PFKL
8168657,7.35E-02,1.05E-02,0.09031055,PCDH11Y///PCDH11X
7892559,7.35E-02,1.05E-02,0.19869423,
8014066,7.35E-02,1.05E-02,0.23084332,EVI2A
8111788,7.35E-02,1.05E-02,-0.17380973,TTC33
8074856,7.35E-02,1.05E-02,0.04271708,PRAME
7941425,7.35E-02,1.05E-02,0.09412504,MUS81
8152750,7.35E-02,1.05E-02,-0.17851845,TMEM65
8106429,7.35E-02,1.05E-02,0.13071167,AGGF1
8144281,7.35E-02,1.05E-02,0.23308967,ARHGEF10
8007272,7.35E-02,1.05E-02,0.16218373,COASY
7946849,7.37E-02,1.06E-02,-0.21019773,
8117321,7.37E-02,1.06E-02,0.15201013,TRIM38
7910383,7.38E-02,1.06E-02,0.06518923,
8009761,7.39E-02,1.06E-02,0.12874565,NUP85
8094355,7.40E-02,1.06E-02,-0.06355058,
8102567,7.40E-02,1.06E-02,-0.18153323,PRDM5
8096176,7.40E-02,1.06E-02,-0.28420863,PTPN13
8120552,7.40E-02,1.06E-02,-0.17869813,FAM135A
7896148,7.40E-02,1.06E-02,0.11825415,
7960898,7.40E-02,1.06E-02,0.14681575,LOC650293
8175102,7.40E-02,1.06E-02,0.09665981,ENOX2
7892684,7.41E-02,1.07E-02,-0.15880636,
8098690,7.42E-02,1.07E-02,0.05045889,ZFP42
8031962,7.42E-02,1.07E-02,0.05597892,ZNF446
8011884,7.42E-02,1.07E-02,-0.1247481,LOC728392///NLRP1
7896716,7.43E-02,1.07E-02,0.21061349,
8045381,7.43E-02,1.07E-02,-0.13909911,CCNT2
8021416,7.43E-02,1.07E-02,0.07174356,MIR122
8079149,7.43E-02,1.07E-02,0.31735425,
7981512,7.44E-02,1.07E-02,-0.16697545,
7970907,7.44E-02,1.07E-02,-0.13045231,N4BP2L2
8165808,7.44E-02,1.07E-02,-0.08835371,XG
8070141,7.44E-02,1.07E-02,-0.14256747,CRYZL1
8025347,7.45E-02,1.07E-02,-0.04602792,LRRC8E
7910257,7.45E-02,1.07E-02,-0.06472917,GJC2
8107373,7.45E-02,1.07E-02,0.06892954,
7977868,7.46E-02,1.08E-02,0.11158302,C14orf93
8029831,7.46E-02,1.08E-02,0.12168581,CALM3///CALM3
8124648,7.46E-02,1.08E-02,-0.10360042,MAS1L///MAS1L
8178293,7.46E-02,1.08E-02,-0.10360042,MAS1L///MAS1L
8179593,7.46E-02,1.08E-02,-0.10360042,MAS1L///MAS1L
7969330,7.46E-02,1.08E-02,0.47810369,PCDH17
7917370,7.46E-02,1.08E-02,-0.08986412,COL24A1
8149673,7.46E-02,1.08E-02,0.16532662,REEP4
8114814,7.46E-02,1.08E-02,-0.13223729,NR3C1
8024467,7.47E-02,1.08E-02,-0.04078055,TMPRSS9///TMPRSS9
8139534,7.47E-02,1.08E-02,-0.07519341,PKD1L1
8007100,7.47E-02,1.08E-02,-0.31736595,IGFBP4
7894942,7.47E-02,1.08E-02,0.11270618,
7921088,7.48E-02,1.08E-02,0.19312341,NES
7896385,7.48E-02,1.08E-02,-0.10924312,
7933341,7.48E-02,1.08E-02,0.05505642,ASAH2B///ASAH2
7895278,7.48E-02,1.08E-02,-0.16874068,
8120431,7.48E-02,1.08E-02,-0.25126576,PTP4A1
7893476,7.51E-02,1.09E-02,0.19171718,
8139113,7.52E-02,1.09E-02,0.09875931,
8109576,7.52E-02,1.09E-02,0.11840776,THG1L
8108683,7.52E-02,1.09E-02,-0.17840587,PCDHB2
8003840,7.52E-02,1.09E-02,0.11092696,EMC6
8064613,7.53E-02,1.09E-02,0.14656297,SLC4A11
7965565,7.53E-02,1.09E-02,0.27181749,USP44
7896661,7.53E-02,1.09E-02,-0.28616392,
8107850,7.54E-02,1.09E-02,-0.12154153,CHSY3
8073842,7.54E-02,1.09E-02,0.15380499,TTC38
7895419,7.54E-02,1.09E-02,0.18594058,
8023212,7.54E-02,1.10E-02,0.08969717,ZBTB7C
8164067,7.55E-02,1.10E-02,0.12871946,PSMB7
7931888,7.57E-02,1.10E-02,-0.08123365,ANKRD16
8031398,7.57E-02,1.10E-02,0.17232897,NLRP2
8015230,7.58E-02,1.10E-02,0.10962906,KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7
7926894,7.58E-02,1.10E-02,-0.22729167,
8057561,7.58E-02,1.10E-02,0.12627216,ZC3H15
8180362,7.58E-02,1.10E-02,-0.1438274,MPRIP
8028286,7.59E-02,1.10E-02,-0.12657619,SIPA1L3
7908595,7.59E-02,1.10E-02,0.07180166,
8025183,7.59E-02,1.10E-02,0.23658296,MCOLN1
7982204,7.60E-02,1.11E-02,-0.14505185,HMGN2
8009685,7.60E-02,1.11E-02,0.18737214,SLC9A3R1
7984813,7.61E-02,1.11E-02,-0.230877,ISLR
8174983,7.61E-02,1.11E-02,-0.26429392,
7997724,7.61E-02,1.11E-02,0.07778883,
8115327,7.61E-02,1.11E-02,-0.21743948,SPARC
8064108,7.62E-02,1.11E-02,0.07564175,FNDC11
7924526,7.62E-02,1.11E-02,-0.20076207,TP53BP2
7960764,7.62E-02,1.11E-02,-0.2488438,RBP5
7941127,7.62E-02,1.11E-02,0.11846067,ZFPL1
8179235,7.64E-02,1.11E-02,-0.11575132,HCG27
8023526,7.64E-02,1.11E-02,-0.13903308,
8003719,7.64E-02,1.11E-02,-0.07813317,HIC1
7922523,7.64E-02,1.12E-02,-0.22180023,
8130462,7.65E-02,1.12E-02,0.10350472,
7895614,7.65E-02,1.12E-02,0.2338623,
7894716,7.67E-02,1.12E-02,-0.14897532,
7945539,7.67E-02,1.12E-02,0.11947985,SLC25A22
8104131,7.67E-02,1.12E-02,0.06997888,MGC39584
8076209,7.68E-02,1.12E-02,-0.07154438,RPL3
8088415,7.68E-02,1.12E-02,0.48638923,FAM107A
8001147,7.70E-02,1.13E-02,-0.19100481,ISY1-RAB43///RAB43
7943293,7.71E-02,1.13E-02,0.18539487,ENDOD1
8111922,7.71E-02,1.13E-02,0.06852271,LOC648987
8107909,7.71E-02,1.13E-02,0.24433835,SLC22A4
7980098,7.71E-02,1.13E-02,0.28899758,ALDH6A1
8106784,7.71E-02,1.13E-02,-0.12110194,RASA1
7926061,7.72E-02,1.13E-02,-0.10462316,ITIH2
7895741,7.72E-02,1.13E-02,0.07140627,
8112668,7.72E-02,1.13E-02,-0.25302631,GCNT4
8163825,7.72E-02,1.13E-02,-0.15296828,TRAF1
8002891,7.72E-02,1.13E-02,0.0842091,CHST5
8029854,7.73E-02,1.13E-02,0.09503774,SLC1A5
7970681,7.73E-02,1.13E-02,0.12229289,RNF6
8010137,7.73E-02,1.13E-02,-0.20942173,SCARNA16
8161571,7.73E-02,1.13E-02,0.04431849,FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4
7989243,7.74E-02,1.13E-02,-0.14863218,
7990092,7.75E-02,1.14E-02,-0.15249054,MYO9A
7924996,7.76E-02,1.14E-02,-0.25569976,C1orf198
8031632,7.76E-02,1.14E-02,-0.15489358,ZNF542P
7892603,7.76E-02,1.14E-02,-0.24123803,
8023968,7.76E-02,1.14E-02,-0.16842907,CDC34
8133027,7.76E-02,1.14E-02,0.07545595,LOC100132217///LOC729737///LOC729218///LINC01000///LOC401357///LINC01061///LINC01002///LINC00999///LINC00265///LOC100132062///LINC01347///LINC01000
7956910,7.76E-02,1.14E-02,-0.11480479,CAND1
8023462,7.77E-02,1.14E-02,0.08920519,
8173206,7.77E-02,1.14E-02,-0.12399955,
8129861,7.78E-02,1.14E-02,0.2628285,IFNGR1
8046488,7.78E-02,1.14E-02,-0.09842118,CDCA7
8096955,7.79E-02,1.14E-02,0.18507837,
8165862,7.79E-02,1.14E-02,0.06333662,
8133504,7.79E-02,1.15E-02,-0.11968698,GTF2I
8120061,7.80E-02,1.15E-02,0.13726403,ENPP4
7897824,7.80E-02,1.15E-02,0.1189561,MFN2
7892506,7.81E-02,1.15E-02,-0.26339841,
7994889,7.81E-02,1.15E-02,0.1633295,SRCAP
8012212,7.81E-02,1.15E-02,-0.15079115,ZBTB4
8016806,7.81E-02,1.15E-02,-0.07280104,
8105318,7.81E-02,1.15E-02,-0.13871341,NDUFS4
8060698,7.81E-02,1.15E-02,0.09358889,AP5S1
8170300,7.81E-02,1.15E-02,-0.09216454,
8010285,7.83E-02,1.15E-02,0.07156314,
8127563,7.83E-02,1.15E-02,-0.31231653,COL12A1
8126279,7.83E-02,1.15E-02,0.25636949,TREM2
7952243,7.83E-02,1.15E-02,-0.19169024,C1QTNF5///MFRP
7928543,7.83E-02,1.15E-02,0.05347297,
8154836,7.83E-02,1.15E-02,0.10021668,ANXA2P2
8013450,7.83E-02,1.15E-02,0.27869292,LGALS9C///LGALS9B///LGALS9
7992670,7.83E-02,1.16E-02,0.18088729,PDPK1
7896220,7.83E-02,1.16E-02,-0.20607536,
7950555,7.84E-02,1.16E-02,0.52169377,LRRC32
7995895,7.84E-02,1.16E-02,-0.21083491,HERPUD1
8019532,7.84E-02,1.16E-02,-0.11640285,RAB40B
7895932,7.84E-02,1.16E-02,-0.14564969,
8166184,7.85E-02,1.16E-02,-0.19089369,CA5B
7983924,7.85E-02,1.16E-02,0.11513753,
7931479,7.85E-02,1.16E-02,0.19460438,INPP5A
7913824,7.86E-02,1.16E-02,-0.2274419,RSRP1
7972442,7.86E-02,1.16E-02,0.05414408,
7987981,7.86E-02,1.16E-02,-0.10842686,UBR1
8040430,7.86E-02,1.16E-02,-0.25407965,VSNL1
7923489,7.86E-02,1.16E-02,0.13973999,KLHL12
7961453,7.86E-02,1.16E-02,0.07615944,
7908650,7.86E-02,1.16E-02,-0.06486973,IGFN1
8125470,7.86E-02,1.16E-02,-0.29678136,HLA-DOB
8030064,7.86E-02,1.16E-02,-0.17911843,CYTH2
8045946,7.86E-02,1.16E-02,0.23910132,PSMD14
8156056,7.88E-02,1.17E-02,0.07935637,
7894562,7.88E-02,1.17E-02,0.32330616,
8021131,7.88E-02,1.17E-02,0.09173194,KATNAL2
8023598,7.88E-02,1.17E-02,-0.30934892,RNF152
7954729,7.89E-02,1.17E-02,-0.21097575,FGD4
8177083,7.89E-02,1.17E-02,0.09280346,
7935588,7.89E-02,1.17E-02,0.11247166,HPS1
8095074,7.89E-02,1.17E-02,-0.06020724,GSX2
7998083,7.89E-02,1.17E-02,0.05489164,AFG3L1P
7914580,7.89E-02,1.17E-02,-0.063437,FNDC5
7992854,7.89E-02,1.17E-02,0.06594858,ZNF213
8152355,7.89E-02,1.17E-02,-0.39579651,SYBU
7940698,7.90E-02,1.17E-02,0.14315503,TAF6L
7893060,7.91E-02,1.17E-02,0.11567783,
7967109,7.91E-02,1.17E-02,0.10043545,C12orf43
8138882,7.91E-02,1.18E-02,0.05023992,NEUROD6
8178330,7.91E-02,1.18E-02,0.04185854,TRIM31
7967493,7.91E-02,1.18E-02,0.14479135,NCOR2
8122279,7.93E-02,1.18E-02,-0.24303098,ARFGEF3
7936968,7.93E-02,1.18E-02,-0.22366206,ADAM12
8012000,7.94E-02,1.18E-02,0.22588994,
7962327,7.94E-02,1.18E-02,-0.13983769,SLC2A13
7892934,7.94E-02,1.18E-02,-0.22648245,
8091595,7.95E-02,1.18E-02,0.05219688,
7917599,7.95E-02,1.18E-02,0.05800202,BARHL2
7921012,7.95E-02,1.18E-02,0.06798392,MIR9-1
8166784,7.95E-02,1.18E-02,0.29524628,TSPAN7
7998902,7.95E-02,1.18E-02,-0.09563246,HCFC1R1///PHRF1
7894175,7.95E-02,1.19E-02,0.16653965,
7907353,7.95E-02,1.19E-02,0.15663216,METTL13
8024900,7.95E-02,1.19E-02,0.08603527,UHRF1
8001373,7.95E-02,1.19E-02,0.07583713,SNX20
8072946,7.96E-02,1.19E-02,-0.10547896,EIF3L
7942289,7.96E-02,1.19E-02,-0.11348936,RNF121
7895510,7.96E-02,1.19E-02,0.12114788,
8046553,7.96E-02,1.19E-02,0.062756,MIR10B
7896066,7.96E-02,1.19E-02,0.15944828,
8114647,7.96E-02,1.19E-02,0.09921555,SLC25A2
7943103,7.97E-02,1.19E-02,0.06531062,DEUP1
8112596,7.97E-02,1.19E-02,-0.29921942,ANKRA2
8133549,7.98E-02,1.19E-02,-0.2064963,GTF2IRD2B///GTF2IRD2
8053715,7.98E-02,1.19E-02,-0.35511374,
8111214,7.98E-02,1.19E-02,0.04254241,
8053064,7.98E-02,1.19E-02,0.10747956,MOB1A
7932082,7.98E-02,1.19E-02,-0.27897675,CCDC3
7919388,7.98E-02,1.19E-02,0.03047522,
7925342,7.98E-02,1.19E-02,-0.16274841,ERO1B
8082003,7.98E-02,1.19E-02,0.20740399,EAF2
8026013,7.99E-02,1.19E-02,0.0651813,WDR83
8162529,7.99E-02,1.19E-02,-0.20709282,
8163063,7.99E-02,1.20E-02,-0.40387362,CTNNAL1
7989216,7.99E-02,1.20E-02,0.1041254,
7945962,8.00E-02,1.20E-02,0.15662586,TRIM21
8069910,8.01E-02,1.20E-02,-0.11442829,SCAF4
8006540,8.01E-02,1.20E-02,0.08447126,SNORD7
8061483,8.01E-02,1.20E-02,0.13794743,LOC100134868
7931439,8.02E-02,1.20E-02,-0.06180851,DPYSL4
8029958,8.02E-02,1.20E-02,-0.17468121,GLTSCR2
8180322,8.03E-02,1.20E-02,0.07580046,KRTAP21-1
7892830,8.03E-02,1.20E-02,0.13938372,
8151434,8.03E-02,1.20E-02,0.07413926,
8149122,8.03E-02,1.20E-02,0.06794534,DEFT1P2///DEFT1P
8149132,8.03E-02,1.20E-02,0.06794534,DEFT1P2///DEFT1P
8076584,8.03E-02,1.20E-02,0.19073382,
8143684,8.03E-02,1.21E-02,0.33033297,PDIA4
8044258,8.04E-02,1.21E-02,-0.18635845,LIMS1
7984405,8.04E-02,1.21E-02,-0.17110284,C15orf61
8145490,8.04E-02,1.21E-02,0.202982,PTK2B
8118149,8.05E-02,1.21E-02,0.22503271,LST1
8177988,8.05E-02,1.21E-02,0.22503271,LST1
8179268,8.05E-02,1.21E-02,0.22503271,LST1
8112959,8.05E-02,1.21E-02,0.05236308,
8144880,8.05E-02,1.21E-02,-0.21755638,SH2D4A
8111253,8.05E-02,1.21E-02,0.08436937,
8166351,8.05E-02,1.21E-02,0.05614603,
7997735,8.05E-02,1.21E-02,-0.07592821,FOXL1
7963410,8.05E-02,1.21E-02,0.26503042,KRT6C///KRT6B///KRT6A///KRT5
8171248,8.05E-02,1.21E-02,-0.42657192,ANOS1
7937934,8.05E-02,1.21E-02,0.03667483,
7945954,8.05E-02,1.21E-02,0.03667483,
8128850,8.05E-02,1.21E-02,0.06380132,SLC22A16
8146122,8.06E-02,1.21E-02,0.11165203,GOLGA7
8018972,8.06E-02,1.21E-02,0.10757878,CEP295NL
8079420,8.07E-02,1.21E-02,0.0424868,LRRC2-AS1
8016578,8.08E-02,1.22E-02,0.23615956,SLC35B1
8001163,8.08E-02,1.22E-02,0.05189369,MYLK3
8174189,8.09E-02,1.22E-02,-0.23367192,TMSB15A
7895385,8.09E-02,1.22E-02,-0.216508,
8079677,8.10E-02,1.22E-02,-0.1356361,P4HTM
8049235,8.10E-02,1.22E-02,-0.15459039,
7953518,8.10E-02,1.22E-02,0.16702478,DSTNP2
8060765,8.11E-02,1.22E-02,-0.12159544,PRND
7908766,8.11E-02,1.22E-02,0.21002136,TIMM17A
8020323,8.11E-02,1.22E-02,-0.14572478,RNMT
8173158,8.11E-02,1.22E-02,0.11948872,
8045090,8.14E-02,1.23E-02,0.16533704,UGGT1
7894191,8.14E-02,1.23E-02,0.13612052,
7925718,8.14E-02,1.23E-02,0.05032911,OR2B11
7970696,8.14E-02,1.23E-02,-0.18142868,USP12
8134644,8.14E-02,1.23E-02,0.10561965,ZSCAN25
8084423,8.14E-02,1.23E-02,0.13854259,PSMD2
7903717,8.14E-02,1.23E-02,0.06887227,MIR197
7902930,8.14E-02,1.23E-02,0.07928097,HSP90B3P
8004842,8.14E-02,1.23E-02,0.20969264,ARHGEF15
8148968,8.14E-02,1.23E-02,0.05751149,FAM87A
8027692,8.15E-02,1.23E-02,0.07179952,ZNF30
7893779,8.15E-02,1.23E-02,-0.11771104,
7933632,8.15E-02,1.23E-02,-0.1490726,
8060286,8.16E-02,1.23E-02,0.11660594,DTYMK
8077262,8.16E-02,1.23E-02,0.11660594,DTYMK
7951345,8.16E-02,1.24E-02,0.14088699,
7924760,8.17E-02,1.24E-02,-0.19201225,ITPKB
7921873,8.17E-02,1.24E-02,0.26946203,FCGR3B///FCGR3A
8160771,8.18E-02,1.24E-02,0.05863262,KIF24
7964400,8.19E-02,1.24E-02,0.0756114,STAC3
7990700,8.19E-02,1.24E-02,-0.09962856,WDR61
8049180,8.19E-02,1.24E-02,0.12717909,EIF4E2
8174610,8.19E-02,1.24E-02,-0.31643274,LRCH2
8041197,8.20E-02,1.24E-02,-0.11974021,YPEL5
7920707,8.21E-02,1.25E-02,0.108791,FAM189B
8162047,8.22E-02,1.25E-02,-0.09025122,HNRNPK
8100308,8.22E-02,1.25E-02,0.21697432,
7914917,8.23E-02,1.25E-02,0.1631808,LSM10
7920303,8.23E-02,1.25E-02,-0.14003027,S100A13
8095894,8.23E-02,1.25E-02,0.19241996,MRPL1
7985418,8.23E-02,1.25E-02,-0.08561841,LOC440300
7985459,8.23E-02,1.25E-02,-0.08561841,LOC440300
7990928,8.23E-02,1.25E-02,-0.08561841,LOC440300
7905974,8.23E-02,1.25E-02,-0.06032469,HCN3
8050713,8.23E-02,1.25E-02,0.06338038,PFN4
7961024,8.23E-02,1.25E-02,0.07213638,
8167334,8.25E-02,1.25E-02,0.11786974,WAS
7934979,8.25E-02,1.25E-02,-0.74944106,ANKRD1
8154872,8.25E-02,1.25E-02,-0.13026036,UBAP1
7973028,8.25E-02,1.26E-02,0.05962271,OR11G2
8082238,8.25E-02,1.26E-02,0.06886161,
8113879,8.25E-02,1.26E-02,-0.14817229,
8157450,8.25E-02,1.26E-02,0.22410872,ORM2
8011734,8.25E-02,1.26E-02,-0.05417067,CHRNE
7971134,8.26E-02,1.26E-02,0.1497171,PROSER1
8129888,8.26E-02,1.26E-02,-0.28338988,NHSL1
8154527,8.26E-02,1.26E-02,-0.09540868,
8175558,8.26E-02,1.26E-02,0.09780412,SPANXC///SPANXD
8040753,8.28E-02,1.26E-02,0.19034392,TMEM214
7911235,8.28E-02,1.26E-02,0.05190428,
8140170,8.28E-02,1.26E-02,-0.19577361,GTF2IRD2B///GTF2IRD2
8050557,8.29E-02,1.26E-02,-0.16767858,SDC1
8026895,8.29E-02,1.26E-02,0.13143421,CCDC124
7894377,8.29E-02,1.26E-02,0.18035007,
8157976,8.30E-02,1.27E-02,-0.15683644,GARNL3
7942381,8.30E-02,1.27E-02,0.11624427,ATG16L2
8082058,8.30E-02,1.27E-02,0.21799364,CSTA
7892681,8.31E-02,1.27E-02,0.21711157,
8041759,8.31E-02,1.27E-02,0.04702296,SIX3
7983811,8.31E-02,1.27E-02,0.18125261,PIGB
7979223,8.33E-02,1.27E-02,-0.16348371,DDHD1
7989670,8.33E-02,1.27E-02,-0.13888038,RBPMS2
8167163,8.33E-02,1.27E-02,-0.16030576,LINC01560
7990683,8.33E-02,1.27E-02,0.06259171,ACSBG1
8102894,8.33E-02,1.27E-02,0.05148083,MGAT4D
8032922,8.33E-02,1.27E-02,0.0607863,UHRF1
7959052,8.33E-02,1.27E-02,0.12738526,RFC5
7926021,8.33E-02,1.27E-02,0.09637384,RBM17
8113512,8.33E-02,1.27E-02,-0.21132496,EPB41L4A
8078272,8.34E-02,1.28E-02,-0.41284992,NR1D2
8139632,8.34E-02,1.28E-02,0.1370871,FIGNL1
7915245,8.34E-02,1.28E-02,-0.07125957,HPCAL4
8151209,8.34E-02,1.28E-02,0.07697747,
8058373,8.34E-02,1.28E-02,0.27060847,WDR12
7968351,8.35E-02,1.28E-02,-0.54439312,MEDAG
7895056,8.35E-02,1.28E-02,0.22535125,
7985226,8.36E-02,1.28E-02,-0.08540459,MORF4L1
8170280,8.36E-02,1.28E-02,0.05084366,
8070811,8.36E-02,1.28E-02,0.12868337,SUMO3
8039109,8.37E-02,1.28E-02,0.11727831,VSTM1
8048304,8.38E-02,1.29E-02,0.11835694,CTDSP1
8165644,8.38E-02,1.29E-02,0.25098347,
8072482,8.39E-02,1.29E-02,-0.10992757,
7936884,8.39E-02,1.29E-02,-0.16691304,FAM53B
8140227,8.39E-02,1.29E-02,0.24305042,NCF1C///NCF1B///NCF1
8110522,8.39E-02,1.29E-02,0.12013214,CANX
7938608,8.39E-02,1.29E-02,0.37258974,SPON1
8163548,8.40E-02,1.29E-02,-0.06109401,KIF12
8005446,8.40E-02,1.29E-02,0.12248269,KRT17P5
7895855,8.41E-02,1.29E-02,-0.28748909,
7998961,8.41E-02,1.29E-02,0.07581425,
7904361,8.41E-02,1.29E-02,-0.3411022,FAM46C
8065903,8.42E-02,1.29E-02,-0.16919013,
7976443,8.42E-02,1.29E-02,-0.32722534,IFI27
7905329,8.42E-02,1.29E-02,-0.19781034,MLLT11
7893712,8.42E-02,1.29E-02,0.17676978,
8022045,8.42E-02,1.30E-02,-0.10129715,MYOM1
8166094,8.42E-02,1.30E-02,-0.1145395,
8130817,8.42E-02,1.30E-02,-0.07342024,AFDN-AS1///AFDN-AS1
8054045,8.43E-02,1.30E-02,-0.1042848,FAHD2B///FAHD2A
8042537,8.43E-02,1.30E-02,-0.07836373,ATP6V1B1
7892835,8.43E-02,1.30E-02,0.18977032,
7902553,8.43E-02,1.30E-02,-0.34624112,IFI44
8135392,8.43E-02,1.30E-02,-0.19275031,HBP1
8053690,8.44E-02,1.30E-02,-0.60127526,
7895223,8.44E-02,1.30E-02,-0.12055987,
